cell_id,bs_lat,bs_lon,plmn,name,bs_is_5g,bs_has_dss,bs_band,bs_sector,bs_band_num,bs_sector_num,bs_bands_all,source_file,dem_alt_m,dem_file
204808233,43.1134796,12.3792238,22201,B3 S1 Perugia Telecom Via del Coppetta,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,379.52191162109375,w47575_s10.tif
204808234,43.1134796,12.3792238,22201,B3 S2 Perugia Telecom Via del Coppetta,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,379.52191162109375,w47575_s10.tif
204808235,43.1134796,12.3792238,22201,B3 S3 Perugia Telecom Via del Coppetta,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,379.52191162109375,w47575_s10.tif
204808489,43.1550755,12.5632874,22201,B3 S1 DSS Valfabbrica Loc. Monteverde,0,1,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,531.4251708984375,w47575_s10.tif
204808490,43.1550755,12.5632874,22201,B3 S2 DSS Valfabbrica Loc. Monteverde,0,1,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,531.4251708984375,w47575_s10.tif
204808509,43.1550755,12.5632874,22201,B20 S1 DSS Valfabbrica Loc. Monteverde,0,1,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,531.4251708984375,w47575_s10.tif
204808510,43.1550755,12.5632874,22201,B20 S2 DSS Valfabbrica Loc. Monteverde,0,1,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,531.4251708984375,w47575_s10.tif
204808727,43.0812911,12.3401264,22201,B7 S3 5G Perugia San Sisto Telecom,1,0,B7,S3,7.0,3.0,B7,tim_lteitaly.clf,262.9696960449219,w47575_s10.tif
204808737,43.0812911,12.3401264,22201,B1 S3 5G Perugia San Sisto Telecom,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,262.9696960449219,w47575_s10.tif
204808746,43.0812911,12.3401264,22201,B3 S2 5G Perugia San Sisto Telecom,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,262.9696960449219,w47575_s10.tif
204808747,43.0812911,12.3401264,22201,B3 S3 5G Perugia San Sisto Telecom,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,262.9696960449219,w47575_s10.tif
204808981,43.0843628,12.4396546,22201,B7 S1 5G Perugia Ponte San Giovanni ZI,1,0,B7,S1,7.0,1.0,B7,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204808982,43.0843628,12.4396546,22201,B7 S2 5G Perugia Ponte San Giovanni ZI,1,0,B7,S2,7.0,2.0,B7,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204808983,43.0843628,12.4396546,22201,B7 S3 5G Perugia Ponte San Giovanni ZI,1,0,B7,S3,7.0,3.0,B7,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204808991,43.0843628,12.4396546,22201,B1 S1 5G Perugia Ponte San Giovanni ZI,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204808992,43.0843628,12.4396546,22201,B1 S2 5G Perugia Ponte San Giovanni ZI,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204808993,43.0843628,12.4396546,22201,B1 S3 5G Perugia Ponte San Giovanni ZI,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809001,43.0843628,12.4396546,22201,B3 S1 5G Perugia Ponte San Giovanni ZI,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809002,43.0843628,12.4396546,22201,B3 S2 5G Perugia Ponte San Giovanni ZI,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809003,43.0843628,12.4396546,22201,B3 S3 5G Perugia Ponte San Giovanni ZI,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809021,43.0843628,12.4396546,22201,B20 S1 5G Perugia Ponte San Giovanni ZI,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809022,43.0843628,12.4396546,22201,B20 S2 5G Perugia Ponte San Giovanni ZI,1,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809023,43.0843628,12.4396546,22201,B20 S3 5G Perugia Ponte San Giovanni ZI,1,0,B20,S3,20.0,3.0,B20,tim_lteitaly.clf,190.8341064453125,w47575_s10.tif
204809238,43.0977264,12.3797116,22201,B7 S2 5G Perugia Via Costa di Prepo,1,0,B7,S2,7.0,2.0,B7,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809239,43.0977264,12.3797116,22201,B7 S3 5G Perugia Via Costa di Prepo,1,0,B7,S3,7.0,3.0,B7,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809247,43.0977264,12.3797116,22201,B1 S1 5G Perugia Via Costa di Prepo,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809248,43.0977264,12.3797116,22201,B1 S2 5G Perugia Via Costa di Prepo,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809249,43.0977264,12.3797116,22201,B1 S3 5G Perugia Via Costa di Prepo,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809257,43.0977264,12.3797116,22201,B3 S1 5G Perugia Via Costa di Prepo,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809258,43.0977264,12.3797116,22201,B3 S2 5G Perugia Via Costa di Prepo,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809259,43.0977264,12.3797116,22201,B3 S3 5G Perugia Via Costa di Prepo,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,341.58428955078125,w47575_s10.tif
204809503,43.1531597,12.4424849,22201,B1 S1 5G Perugia Loc. Villa Pitignano,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809504,43.1531597,12.4424849,22201,B1 S2 5G Perugia Loc. Villa Pitignano,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809505,43.1531597,12.4424849,22201,B1 S3 5G Perugia Loc. Villa Pitignano,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809513,43.1531597,12.4424849,22201,B3 S1 5G Perugia Loc. Villa Pitignano,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809514,43.1531597,12.4424849,22201,B3 S2 5G Perugia Loc. Villa Pitignano,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809515,43.1531597,12.4424849,22201,B3 S3 5G Perugia Loc. Villa Pitignano,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809533,43.1531597,12.4424849,22201,B20 S1 5G Perugia Loc. Villa Pitignano,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,401.8262939453125,w47575_s10.tif
204809769,43.0465576,12.2455781,22201,B3 S1 Perugia Fraz. San Martino dei Colli,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,335.4814147949219,w47575_s10.tif
204809771,43.0465576,12.2455781,22201,B3 S3 Perugia Fraz. San Martino dei Colli,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,335.4814147949219,w47575_s10.tif
204809791,43.0465576,12.2455781,22201,B20 S3 Perugia Fraz. San Martino dei Colli,0,0,B20,S3,20.0,3.0,B20,tim_lteitaly.clf,335.4814147949219,w47575_s10.tif
204810025,43.1137519,12.392655,22201,B3 S1 Perugia,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,467.6153869628906,w47575_s10.tif
204810026,43.1137519,12.392655,22201,B3 S2 Perugia,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,467.6153869628906,w47575_s10.tif
204810261,43.1122091,12.4528399,22201,B7 S1 5G Ponte Valle Ceppi Telecom,1,0,B7,S1,7.0,1.0,B7,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810262,43.1122091,12.4528399,22201,B7 S2 5G Ponte Valle Ceppi Telecom,1,0,B7,S2,7.0,2.0,B7,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810263,43.1122091,12.4528399,22201,B7 S3 5G Ponte Valle Ceppi Telecom,1,0,B7,S3,7.0,3.0,B7,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810271,43.1122091,12.4528399,22201,B1 S1 5G Ponte Valle Ceppi Telecom,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810272,43.1122091,12.4528399,22201,B1 S2 5G Ponte Valle Ceppi Telecom,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810273,43.1122091,12.4528399,22201,B1 S3 5G Ponte Valle Ceppi Telecom,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810281,43.1122091,12.4528399,22201,B3 S1 5G Ponte Valle Ceppi Telecom,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810282,43.1122091,12.4528399,22201,B3 S2 5G Ponte Valle Ceppi Telecom,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810283,43.1122091,12.4528399,22201,B3 S3 5G Ponte Valle Ceppi Telecom,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,191.81739807128906,w47575_s10.tif
204810783,43.2695976,12.3947986,22201,B1 S1 Umbertide Fraz. Pierantonio,0,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204810784,43.2695976,12.3947986,22201,B1 S2 Umbertide Fraz. Pierantonio,0,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204810785,43.2695976,12.3947986,22201,B1 S3 Umbertide Fraz. Pierantonio,0,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204810793,43.2695976,12.3947986,22201,B3 S1 Umbertide Fraz. Pierantonio,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204810794,43.2695976,12.3947986,22201,B3 S2 Umbertide Fraz. Pierantonio,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204810795,43.2695976,12.3947986,22201,B3 S3 Umbertide Fraz. Pierantonio,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,369.3695983886719,w47575_s10.tif
204811050,43.1705804,12.301151,22201,B3 S2 DSS Corciano Monte Torrazzo,0,1,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,414.6438903808594,w47575_s10.tif
204811070,43.1705804,12.301151,22201,B20 S2 DSS Corciano Monte Torrazzo,0,1,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,414.6438903808594,w47575_s10.tif
204811305,43.0646811,12.3009178,22201,B3 S1 Mestigliano Via Caprera,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,238.38580322265625,w47575_s10.tif
204811306,43.0646811,12.3009178,22201,B3 S2 Mestigliano Via Caprera,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,238.38580322265625,w47575_s10.tif
204811325,43.0646811,12.3009178,22201,B20 S1 Mestigliano Via Caprera,0,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,238.38580322265625,w47575_s10.tif
204811326,43.0646811,12.3009178,22201,B20 S2 Mestigliano Via Caprera,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,238.38580322265625,w47575_s10.tif
204811328,43.0646811,12.3009178,22201,B20 S4 Mestigliano Via Caprera,0,0,B20,S4,20.0,4.0,B20,tim_lteitaly.clf,238.38580322265625,w47575_s10.tif
204811552,43.0745199,12.3794648,22201,B1 S2 Perugia Strada Vestricciano Genna,0,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,310.1283874511719,w47575_s10.tif
204811553,43.0745199,12.3794648,22201,B1 S3 Perugia Strada Vestricciano Genna,0,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,310.1283874511719,w47575_s10.tif
204811562,43.0745199,12.3794648,22201,B3 S2 Perugia Strada Vestricciano Genna,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,310.1283874511719,w47575_s10.tif
204811563,43.0745199,12.3794648,22201,B3 S3 Perugia Strada Vestricciano Genna,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,310.1283874511719,w47575_s10.tif
204811582,43.0745199,12.3794648,22201,B20 S2 Perugia Strada Vestricciano Genna,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,310.1283874511719,w47575_s10.tif
204811808,43.0703146,12.4034073,22201,B1 S2 5G Perugia Loc. Balanzano,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,232.91070556640625,w47575_s10.tif
204811817,43.0703146,12.4034073,22201,B3 S1 5G Perugia Loc. Balanzano,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,232.91070556640625,w47575_s10.tif
204811818,43.0703146,12.4034073,22201,B3 S2 5G Perugia Loc. Balanzano,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,232.91070556640625,w47575_s10.tif
204811837,43.0703146,12.4034073,22201,B20 S1 5G Perugia Loc. Balanzano,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,232.91070556640625,w47575_s10.tif
204812064,43.092481,12.4238587,22201,B1 S2 Perugia Str. Assisana,0,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812065,43.092481,12.4238587,22201,B1 S3 Perugia Str. Assisana,0,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812073,43.092481,12.4238587,22201,B3 S1 Perugia Str. Assisana,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812074,43.092481,12.4238587,22201,B3 S2 Perugia Str. Assisana,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812075,43.092481,12.4238587,22201,B3 S3 Perugia Str. Assisana,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812094,43.092481,12.4238587,22201,B20 S2 Perugia Str. Assisana,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812095,43.092481,12.4238587,22201,B20 S3 Perugia Str. Assisana,0,0,B20,S3,20.0,3.0,B20,tim_lteitaly.clf,272.4789123535156,w47575_s10.tif
204812319,43.1164154,12.5108945,22201,B1 S1 5G Perugia Loc. Ripa,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812320,43.1164154,12.5108945,22201,B1 S2 5G Perugia Loc. Ripa,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812321,43.1164154,12.5108945,22201,B1 S3 5G Perugia Loc. Ripa,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812329,43.1164154,12.5108945,22201,B3 S1 5G Perugia Loc. Ripa,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812330,43.1164154,12.5108945,22201,B3 S2 5G Perugia Loc. Ripa,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812331,43.1164154,12.5108945,22201,B3 S3 5G Perugia Loc. Ripa,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,219.8419952392578,w47575_s10.tif
204812585,43.1067057,12.3880915,22201,B3 S1 Perugia Sede RAI,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,450.9125061035156,w47575_s10.tif
204812586,43.1067057,12.3880915,22201,B3 S2 Perugia Sede RAI,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,450.9125061035156,w47575_s10.tif
204812841,43.048687,12.3695514,22201,B3 S1 Perugia Strada del Vio Viscioloso,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,273.4316101074219,w47575_s10.tif
204812842,43.048687,12.3695514,22201,B3 S2 Perugia Strada del Vio Viscioloso,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,273.4316101074219,w47575_s10.tif
204812843,43.048687,12.3695514,22201,B3 S3 Perugia Strada del Vio Viscioloso,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,273.4316101074219,w47575_s10.tif
204812862,43.048687,12.3695514,22201,B20 S2 Perugia Strada del Vio Viscioloso,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,273.4316101074219,w47575_s10.tif
204813087,43.0919407,12.4758492,22201,B1 S1 5G Perugia Loc. Collestrada,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813088,43.0919407,12.4758492,22201,B1 S2 5G Perugia Loc. Collestrada,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813089,43.0919407,12.4758492,22201,B1 S3 5G Perugia Loc. Collestrada,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813097,43.0919407,12.4758492,22201,B3 S1 5G Perugia Loc. Collestrada,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813098,43.0919407,12.4758492,22201,B3 S2 5G Perugia Loc. Collestrada,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813099,43.0919407,12.4758492,22201,B3 S3 5G Perugia Loc. Collestrada,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813117,43.0919407,12.4758492,22201,B20 S1 5G Perugia Loc. Collestrada,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813118,43.0919407,12.4758492,22201,B20 S2 5G Perugia Loc. Collestrada,1,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813119,43.0919407,12.4758492,22201,B20 S3 5G Perugia Loc. Collestrada,1,0,B20,S3,20.0,3.0,B20,tim_lteitaly.clf,214.72259521484375,w47575_s10.tif
204813353,43.127853,12.4028772,22201,B3 S1 Perugia Loc. Ponte Rio,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,337.10650634765625,w47575_s10.tif
204813354,43.127853,12.4028772,22201,B3 S2 Perugia Loc. Ponte Rio,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,337.10650634765625,w47575_s10.tif
204813373,43.127853,12.4028772,22201,B20 S1 Perugia Loc. Ponte Rio,0,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,337.10650634765625,w47575_s10.tif
204813609,43.1166255,12.4011548,22201,B3 S1 Perugia Via Eugubina,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,432.05059814453125,w47575_s10.tif
204813610,43.1166255,12.4011548,22201,B3 S2 Perugia Via Eugubina,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,432.05059814453125,w47575_s10.tif
204813629,43.1166255,12.4011548,22201,B20 S1 Perugia Via Eugubina,0,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,432.05059814453125,w47575_s10.tif
204813630,43.1166255,12.4011548,22201,B20 S2 Perugia Via Eugubina,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,432.05059814453125,w47575_s10.tif
204813857,43.073691,12.3329301,22201,B1 S3 5G Perugia Via Sandro Penna,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,245.22459411621094,w47575_s10.tif
204813865,43.073691,12.3329301,22201,B3 S1 5G Perugia Via Sandro Penna,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,245.22459411621094,w47575_s10.tif
204813866,43.073691,12.3329301,22201,B3 S2 5G Perugia Via Sandro Penna,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,245.22459411621094,w47575_s10.tif
204813867,43.073691,12.3329301,22201,B3 S3 5G Perugia Via Sandro Penna,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,245.22459411621094,w47575_s10.tif
204814121,43.1125075,12.3885998,22201,B3 S1 Perugia Piazza IV Novembre,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,488.4607849121094,w47575_s10.tif
204814122,43.1125075,12.3885998,22201,B3 S2 Perugia Piazza IV Novembre,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,488.4607849121094,w47575_s10.tif
204814377,43.0846737,12.4211557,22201,B3 S1 Perugia Strada dei Loggi,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,200.6781005859375,w47575_s10.tif
204814378,43.0846737,12.4211557,22201,B3 S2 Perugia Strada dei Loggi,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,200.6781005859375,w47575_s10.tif
204814379,43.0846737,12.4211557,22201,B3 S3 Perugia Strada dei Loggi,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,200.6781005859375,w47575_s10.tif
204814398,43.0846737,12.4211557,22201,B20 S2 Perugia Strada dei Loggi,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,200.6781005859375,w47575_s10.tif
204814623,43.1108477,12.4067486,22201,B1 S1 Perugia Polo Universitario Monteluce,0,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814624,43.1108477,12.4067486,22201,B1 S2 Perugia Polo Universitario Monteluce,0,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814625,43.1108477,12.4067486,22201,B1 S3 Perugia Polo Universitario Monteluce,0,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814633,43.1108477,12.4067486,22201,B3 S1 Perugia Polo Universitario Monteluce,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814634,43.1108477,12.4067486,22201,B3 S2 Perugia Polo Universitario Monteluce,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814635,43.1108477,12.4067486,22201,B3 S3 Perugia Polo Universitario Monteluce,0,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814653,43.1108477,12.4067486,22201,B20 S1 Perugia Polo Universitario Monteluce,0,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,378.3182067871094,w47575_s10.tif
204814869,43.1195188,12.3786223,22201,B7 S1 Perugia RAI Loc. Monte Ripido,0,0,B7,S1,7.0,1.0,B7,tim_lteitaly.clf,469.9761047363281,w47575_s10.tif
204814870,43.1195188,12.3786223,22201,B7 S2 Perugia RAI Loc. Monte Ripido,0,0,B7,S2,7.0,2.0,B7,tim_lteitaly.clf,469.9761047363281,w47575_s10.tif
204814889,43.1195188,12.3786223,22201,B3 S1 Perugia RAI Loc. Monte Ripido,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,469.9761047363281,w47575_s10.tif
204814909,43.1195188,12.3786223,22201,B20 S1 Perugia RAI Loc. Monte Ripido,0,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,469.9761047363281,w47575_s10.tif
204814910,43.1195188,12.3786223,22201,B20 S2 Perugia RAI Loc. Monte Ripido,0,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,469.9761047363281,w47575_s10.tif
204815135,43.1291733,12.3658336,22201,B1 S1 5G Perugia Loc. San Marco Str. Ponte d'Oddi,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,438.6268005371094,w47575_s10.tif
204815402,43.1079637,12.3842233,22201,B3 S2 Perugia Via del Bucaccio,0,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,393.3445129394531,w47575_s10.tif
204815657,43.1052732,12.3780629,22201,B3 S1 Perugia Via Angeloni,0,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,310.4562072753906,w47575_s10.tif
204815903,43.1082445,12.3470483,22201,B1 S1 5G Perugia Palazzetto Basket,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815904,43.1082445,12.3470483,22201,B1 S2 5G Perugia Palazzetto Basket,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815905,43.1082445,12.3470483,22201,B1 S3 5G Perugia Palazzetto Basket,1,0,B1,S3,1.0,3.0,B1,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815913,43.1082445,12.3470483,22201,B3 S1 5G Perugia Palazzetto Basket,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815914,43.1082445,12.3470483,22201,B3 S2 5G Perugia Palazzetto Basket,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815915,43.1082445,12.3470483,22201,B3 S3 5G Perugia Palazzetto Basket,1,0,B3,S3,3.0,3.0,B3,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815933,43.1082445,12.3470483,22201,B20 S1 5G Perugia Palazzetto Basket,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815934,43.1082445,12.3470483,22201,B20 S2 5G Perugia Palazzetto Basket,1,0,B20,S2,20.0,2.0,B20,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204815935,43.1082445,12.3470483,22201,B20 S3 5G Perugia Palazzetto Basket,1,0,B20,S3,20.0,3.0,B20,tim_lteitaly.clf,355.44989013671875,w47575_s10.tif
204816415,43.1097359,12.3745472,22201,B1 S1 5G Perugia Via Montemorcino Vecchia,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,380.5852966308594,w47575_s10.tif
204816416,43.1097359,12.3745472,22201,B1 S2 5G Perugia Via Montemorcino Vecchia,1,0,B1,S2,1.0,2.0,B1,tim_lteitaly.clf,380.5852966308594,w47575_s10.tif
204816425,43.1097359,12.3745472,22201,B3 S1 5G Perugia Via Montemorcino Vecchia,1,0,B3,S1,3.0,1.0,B3,tim_lteitaly.clf,380.5852966308594,w47575_s10.tif
204816426,43.1097359,12.3745472,22201,B3 S2 5G Perugia Via Montemorcino Vecchia,1,0,B3,S2,3.0,2.0,B3,tim_lteitaly.clf,380.5852966308594,w47575_s10.tif
204816445,43.1097359,12.3745472,22201,B20 S1 5G Perugia Via Montemorcino Vecchia,1,0,B20,S1,20.0,1.0,B20,tim_lteitaly.clf,380.5852966308594,w47575_s10.tif
204816661,43.0938972,12.3997444,22201,B7 S1 5G Perugia Raccordo Autostradale Perugia-A1,1,0,B7,S1,7.0,1.0,B7,tim_lteitaly.clf,390.0663146972656,w47575_s10.tif
204816671,43.0938972,12.3997444,22201,B1 S1 5G Perugia Raccordo Autostradale Perugia-A1,1,0,B1,S1,1.0,1.0,B1,tim_lteitaly.clf,390.0663146972656,w47575_s10.tif
